market,dist1,dist2,dist3,dist4
1,.0935807,.0788757,.066341,.0496987
1,.0391241,.1447189,.1025436,.052173
1,.0942293,.0781411,.0669424,.0503564
1,.0942064,.0781511,.0669366,.0503333
1,.0940114,.0783919,.0667346,.0501349
1,.0776477,.0871781,.0652039,.0340744
1,.0672124,.0948383,.0668353,.0251013
1,.0410752,.1247217,.0855996,.0315514
1,.0852064,.1021257,.049058,.0442438
1,.0700146,.0926178,.0661732,.0272979
1,.0931169,.0786328,.0666715,.0492374
1,.0921338,.0790815,.0664493,.0482503
1,.0942547,.0781301,.0669488,.050382
1,.0444511,.1185686,.0808635,.0260339
1,.088358,.0809262,.0657505,.0444778
1,.0942365,.0781805,.0669024,.050363
1,.0885649,.0808202,.0657823,.0446837
1,.0939217,.0782754,.0668654,.0500468
1,.0899769,.0801119,.0660195,.0460911
1,.0863749,.0841231,.0634794,.04259
1,.0942552,.0781298,.066949,.0503825
1,.0942545,.0781302,.0669487,.0503817
1,.0942203,.078145,.0669401,.0503474
1,.0498677,.127858,.0776404,.0358591
1,.0942551,.0781299,.0669489,.0503824
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0942525,.078131,.0669482,.0503798
1,.061599,.0994094,.0688579,.0214561
1,.094238,.0781415,.0669405,.0503651
1,.0938326,.0783147,.0668432,.0499571
1,.0834199,.0836238,.0652248,.0396087
1,.0942543,.0781303,.0669487,.0503816
1,.0942532,.0781307,.0669484,.0503805
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0939572,.0782598,.0668742,.0500825
1,.0942552,.0781298,.0669489,.0503825
1,.094092,.0780617,.0670446,.0502204
1,.0942552,.0781298,.066949,.0503825
1,.0936175,.0784337,.066767,.0497404
1,.0940758,.0782132,.0668987,.0502018
1,.040165,.1269234,.0873623,.0336872
1,.0942552,.0781298,.0669489,.0503825
1,.0818319,.0845588,.0651536,.0380652
1,.0942552,.0781298,.066949,.0503825
1,.0636432,.0986829,.067458,.0230394
1,.0688928,.0933987,.0664833,.0263689
1,.0935415,.0784431,.0667725,.0496643
1,.1452857,.0281976,.1715907,.1201999
1,.094266,.0781376,.0669394,.0503932
1,.0941351,.0781997,.0669013,.0502613
1,.0493583,.1648685,.1209848,.0737468
1,.0932885,.0785559,.0667119,.0494099
1,.0880541,.0812512,.0655452,.0441782
1,.0942552,.0781298,.0669489,.0503825
1,.0925593,.0789136,.0665163,.0486771
1,.094247,.0781334,.0669469,.0503742
1,.0932351,.0812749,.064071,.0493591
1,.0939925,.0782443,.066883,.0501181
1,.0809224,.0851089,.0651349,.0371875
1,.0905617,.0798263,.0661281,.0466756
1,.0942552,.0781298,.066949,.0503825
1,.0847576,.0828615,.0653223,.0409185
1,.0942552,.0781298,.066949,.0503825
1,.0941771,.0781638,.0669292,.0503038
1,.0942552,.0781298,.066949,.0503825
1,.094249,.0782209,.0668605,.0503749
1,.0886894,.0807567,.0658017,.0448075
1,.0930827,.0786483,.0666634,.0492031
1,.0915592,.0793499,.066327,.0476741
1,.0942553,.0781298,.066949,.0503825
1,.0934947,.0784639,.0667612,.0496173
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0941593,.0781715,.0669247,.050286
1,.088802,.0806994,.0658196,.0449197
1,.0941951,.0781545,.0669352,.050322
1,.0940384,.0782244,.0668943,.0501643
1,.0942509,.0781317,.0669478,.0503782
1,.0714718,.0914609,.0659345,.0285072
1,.094255,.07813,.0669489,.0503823
1,.0942368,.0781379,.0669443,.050364
1,.0859341,.0822104,.0654359,.0420765
1,.0942552,.0781298,.066949,.0503825
1,.0855003,.0827267,.0651318,.0416576
1,.0942552,.0781298,.066949,.0503825
1,.0940176,.0783426,.066782,.0501418
1,.0946078,.0864184,.0588211,.0509197
1,.0935013,.078461,.0667628,.0496239
1,.074929,.0890035,.0654253,.0315632
1,.0771226,.0875234,.0652346,.0335835
1,.0942412,.0781359,.0669454,.0503684
1,.0936403,.0783994,.0667964,.0497637
1,.1747893,.1443284,.0658225,.1326012
1,.094142,.0781898,.0669099,.0502683
1,.0911299,.0796073,.066187,.047244
1,.0942551,.0781299,.0669489,.0503824
1,.0933724,.0785184,.0667319,.0494943
1,.0925718,.0798833,.0655684,.0486857
1,.094255,.0781299,.0669489,.0503823
1,.0549191,.1057414,.0722226,.0196857
1,.0941989,.0781543,.0669347,.0503258
1,.0546666,.1060003,.0723754,.0196946
1,.0919056,.0791875,.0664,.0480214
1,.0923734,.078971,.0665019,.0484907
1,.0942413,.078136,.0669453,.0503685
1,.0909405,.0796441,.0662013,.0470545
1,.0909512,.0796387,.0662037,.0470652
1,.0942552,.0781298,.066949,.0503825
1,.0899663,.0801171,.0660176,.0460806
1,.0898285,.080185,.065993,.045943
1,.0942816,.0783052,.066772,.0504062
1,.1047215,.0484938,.096128,.0643285
1,.094253,.0781308,.0669484,.0503803
1,.094334,.0780914,.0669731,.0504619
1,.0928935,.0787339,.0666193,.049013
1,.0942549,.07813,.0669489,.0503822
1,.0873746,.0814444,.0656037,.0435015
1,.0417978,.1232086,.0844042,.0301242
1,.0931457,.0786199,.0666782,.0492663
1,.0890069,.0805982,.0658502,.0451237
1,.0941276,.0784935,.066614,.0502498
1,.0942552,.0781298,.066949,.0503825
1,.0866119,.0818435,.065513,.0427461
1,.0841847,.0832429,.0652232,.0403588
1,.0933293,.0785376,.0667216,.0494509
1,.0942535,.0781306,.0669485,.0503808
1,.0845549,.0833422,.0649669,.0407336
1,.0938494,.0783087,.066846,.049974
1,.0805282,.0853507,.0651319,.0368087
1,.0836466,.0849719,.0638928,.0399079
1,.0942552,.0781298,.0669489,.0503825
1,.086795,.1316865,.039289,.056935
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.0669489,.0503825
1,.1388297,.1215347,.0401829,.0968861
1,.0863073,.0820082,.0654768,.0424451
1,.0942545,.0781302,.0669487,.0503818
1,.0828202,.0936966,.0568224,.0401301
1,.0942552,.0781299,.0669489,.0503825
1,.0941763,.0781653,.0669279,.0503031
1,.0942552,.0781299,.0669489,.0503825
1,.0942201,.0781451,.0669401,.0503472
1,.0935519,.0784386,.0667749,.0496748
1,.0942533,.0781307,.0669485,.0503806
1,.0941345,.0781824,.0669185,.0502609
1,.0403347,.1486193,.1060356,.0563394
1,.1316069,.1502458,.0068014,.0970381
1,.0942551,.0781299,.0669489,.0503823
1,.0847285,.0828779,.0653198,.0408899
1,.0937225,.078396,.0667841,.0498459
1,.0944666,.081371,.0637366,.0505912
1,.0899104,.0805526,.0656152,.046027
1,.0931121,.078635,.0666704,.0492326
1,.0942552,.0781299,.0669489,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0928561,.0787506,.066611,.0489754
1,.0942551,.0781299,.0669489,.0503823
1,.0936617,.07839,.0668015,.0497852
1,.0400086,.1273478,.0877056,.0341056
1,.0942552,.0781298,.066949,.0503825
1,.0942338,.0781689,.0669142,.0503605
1,.0942521,.0781313,.066948,.0503793
1,.0724525,.0907463,.0657652,.0293548
1,.0940792,.0782065,.0669046,.0502053
1,.0641805,.1033685,.0645794,.0257096
1,.0930847,.0799999,.0653432,.0491988
1,.0942552,.0781298,.066949,.0503825
1,.0847918,.1114508,.0437337,.0467328
1,.0645223,.0969013,.0677548,.0231651
1,.0942877,.0780437,.067028,.0504164
1,.0941798,.0781626,.0669299,.0503066
1,.0942552,.0781299,.0669489,.0503825
1,.0942551,.0781299,.0669489,.0503824
1,.0942546,.0781301,.0669488,.0503819
1,.0942552,.0781298,.066949,.0503825
1,.0723128,.0908918,.0657537,.0292412
1,.0941545,.0781737,.0669235,.0502811
1,.0942386,.0781371,.0669447,.0503657
1,.0941993,.0781542,.0669348,.0503262
1,.0413033,.1242242,.0852059,.031078
1,.0864562,.0819273,.0654945,.0425922
1,.0942539,.0781304,.0669486,.0503812
1,.0844019,.0830623,.0652928,.0405694
1,.093775,.0804968,.0647187,.0498911
1,.0942551,.0781299,.0669489,.0503824
1,.0942552,.0781298,.066949,.0503825
1,.0906436,.0798121,.0661192,.0467575
1,.0654223,.0961567,.0674567,.0237704
1,.0942552,.0781298,.0669489,.0503825
1,.0643672,.0970309,.0678081,.0230641
1,.088735,.0807385,.0658042,.044853
1,.0942448,.0781344,.0669463,.050372
1,.0977632,.0770299,.0676007,.053914
1,.0823395,.0850381,.0644673,.0386033
1,.0942525,.078131,.0669482,.0503797
1,.063882,.1824958,.1362435,.0922081
1,.0786893,.1802434,.1028057,.0871878
1,.0942552,.0781299,.0669489,.0503825
1,.0943849,.0781171,.0669392,.0505124
1,.094009,.0782371,.0668871,.0501346
1,.1054043,.0628049,.0820799,.0626255
1,.0912091,.0799601,.0658246,.0473231
1,.0926721,.079359,.0660569,.048787
1,.0942658,.0787284,.066359,.0503853
1,.0545655,.1063313,.0723617,.0198689
1,.0941026,.0787572,.0663597,.0502218
1,.0908988,.0807491,.0651452,.0470172
1,.093061,.0787857,.0665335,.0491799
1,.0934848,.0784683,.0667588,.0496073
1,.0907588,.079734,.0661632,.0468727
1,.0939712,.0782538,.0668776,.0500966
1,.0829973,.0838694,.0652011,.0391967
1,.0941465,.0792241,.0658939,.0502621
1,.0643514,.0975691,.0674959,.0232567
1,.092782,.0787885,.0665898,.0489009
1,.0928285,.0787631,.0666046,.0489477
1,.0931736,.0786074,.0666848,.0492944
1,.093589,.0786571,.0665535,.0497092
1,.0446749,.1182234,.0806069,.0257521
1,.0946208,.0783907,.0666306,.0507444
1,.0942552,.0781298,.066949,.0503825
1,.0942173,.0781463,.0669394,.0503443
1,.0912727,.0801541,.0656203,.0473872
1,.0941981,.0781546,.0669345,.050325
1,.0910981,.0826489,.0632667,.047253
1,.0609851,.0999546,.0691165,.021156
1,.0942552,.0781298,.066949,.0503825
1,.0942189,.0781456,.0669398,.050346
1,.0935543,.0784375,.0667756,.0496772
1,.0800915,.0856917,.0650698,.0363955
1,.0942552,.0781299,.0669489,.0503825
1,.0671978,.095059,.0666995,.0251534
1,.0942518,.0781313,.0669481,.0503791
1,.0901009,.0800651,.0660284,.0462151
1,.0942548,.07813,.0669488,.0503821
1,.0869031,.0816877,.0655488,.0430343
1,.090429,.0798918,.0661018,.0465429
1,.0942554,.0781311,.0669477,.0503827
1,.0942552,.0781298,.066949,.0503825
1,.0914555,.0826993,.0631219,.0476115
1,.0517034,.1091763,.0743321,.0202929
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781299,.0669489,.0503825
1,.0942393,.0781367,.0669449,.0503665
1,.0895793,.0803086,.0659491,.0456943
1,.0942037,.078156,.0669322,.0503305
1,.0942552,.0781298,.066949,.0503825
1,.0941576,.0781723,.0669243,.0502843
1,.0825372,.0841402,.0651786,.0387492
1,.0942549,.07813,.0669489,.0503822
1,.0901918,.0800064,.0660587,.0463059
1,.0911859,.0795266,.0662505,.0473002
1,.0558226,.1048372,.0716887,.0197113
1,.0940774,.0782074,.0669041,.0502035
1,.0793733,.0860722,.0651394,.0357048
1,.0512489,.1556596,.1011944,.0625336
1,.0894063,.0805835,.0657385,.0455231
1,.0941188,.0781958,.066908,.0502451
1,.0942552,.0781298,.0669489,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0867159,.0819128,.0654079,.0428517
1,.0942552,.0781299,.0669489,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.1777496,.1454876,.0690981,.1354403
1,.0942552,.0781298,.0669489,.0503825
1,.0942168,.0781465,.0669392,.0503438
1,.0833681,.0853736,.0636628,.0396553
1,.0946165,.0834594,.061677,.0507902
1,.0847945,.082929,.0652438,.0409578
1,.0913018,.0794715,.066274,.0474162
1,.0942552,.0781298,.066949,.0503825
1,.0942069,.0789065,.0661946,.0503247
1,.0942551,.0781299,.0669489,.0503824
1,.0768315,.0877211,.0652501,.0333129
1,.0942424,.0781355,.0669456,.0503696
1,.0942552,.0781298,.0669489,.0503825
1,.0942552,.0781298,.0669489,.0503825
1,.0810729,.0861128,.064167,.0374123
1,.0904045,.0799029,.066098,.0465185
1,.0933715,.1183048,.0340721,.0563009
1,.0653454,.0962718,.0674486,.0237356
1,.0941071,.0781955,.0669105,.0502333
1,.0415482,.1457957,.1007835,.0529754
1,.0925864,.0788734,.0665495,.0487045
1,.1242623,.2054169,.0884634,.1184838
1,.0942311,.0781412,.066942,.0503582
1,.0941539,.0781742,.0669231,.0502805
1,.0942552,.0781298,.0669489,.0503825
1,.0942551,.0781299,.0669489,.0503824
1,.0936886,.0783908,.0667956,.0498121
1,.0942471,.0781336,.0669466,.0503744
1,.0891965,.0806962,.0656961,.0453142
1,.0947634,.079234,.0657783,.050879
1,.051018,.1099507,.0748316,.0205659
1,.0919806,.0791526,.0664161,.0480966
1,.0539635,.1276823,.0732656,.0368439
1,.0875668,.081343,.0656302,.0436921
1,.0391812,.1444084,.1021002,.0518189
1,.0683194,.0938423,.0666252,.0259147
1,.0941602,.0781711,.066925,.0502869
1,.1972699,.1774565,.0763632,.1572606
1,.0942552,.0781298,.066949,.0503825
1,.0920748,.0791089,.0664364,.048191
1,.1081354,.1201738,.024877,.0693111
1,.0942552,.0781298,.066949,.0503825
1,.0877385,.0812471,.0656599,.0438624
1,.0942552,.0781298,.066949,.0503825
1,.0881453,.0812861,.0654805,.04427
1,.0886299,.080787,.0657924,.0447483
1,.0940834,.0782243,.0668863,.0502092
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.0669489,.0503825
1,.094458,.0795289,.0655401,.0505723
1,.0935093,.0791626,.0660741,.0496252
1,.0926624,.0788386,.0665667,.0487808
1,.0942552,.0781298,.066949,.0503825
1,.0928729,.078743,.0666148,.0489922
1,.0942552,.0781298,.066949,.0503825
1,.0916077,.0797474,.065929,.0477216
1,.0942552,.0781299,.0669489,.0503824
1,.0382585,.1353579,.0943781,.0422776
1,.091541,.0793584,.0663232,.0476559
1,.0940927,.0782027,.0669059,.0502189
1,.0942552,.0781299,.0669488,.0503825
1,.0942552,.0781298,.0669489,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0942587,.0781279,.0669503,.050386
1,.0942552,.0781299,.0669489,.0503825
1,.0499632,.165721,.1217834,.0746592
1,.0740051,.0900151,.065242,.0307873
1,.094247,.0781337,.0669466,.0503742
1,.0762401,.0881102,.0653003,.0327643
1,.0942543,.0781308,.0669482,.0503815
1,.0942552,.0781298,.066949,.0503825
1,.0872552,.081501,.065594,.043383
1,.0942379,.0781374,.0669445,.050365
1,.0929345,.0794345,.0659264,.049049
1,.0384607,.141327,.0995469,.0485648
1,.0992345,.0876978,.0569312,.0555807
1,.0744138,.0893577,.0654867,.0310965
1,.0942552,.0781298,.066949,.0503825
1,.038777,.1316734,.0912656,.0384654
1,.0942542,.0781303,.0669486,.0503815
1,.0940917,.0782011,.0669077,.0502179
1,.0942552,.0781298,.066949,.0503825
1,.0657725,.0958703,.0673459,.0240146
1,.0865918,.0820327,.0653429,.0427303
1,.0828352,.0839642,.0651929,.0390389
1,.094252,.0781313,.0669481,.0503792
1,.0656371,.096119,.0673001,.023967
1,.0819481,.0844892,.0651572,.0381777
1,.0383186,.1393399,.0977345,.0464527
1,.0942552,.0781298,.066949,.0503825
1,.0921491,.0790744,.0664526,.0482656
1,.082697,.0840453,.0651864,.0389045
1,.0849383,.057691,.1593185,.0781982
1,.0382832,.1354468,.0944197,.0423678
1,.0942548,.07813,.0669488,.0503821
1,.0897934,.0802026,.0659865,.0459079
1,.0940004,.078242,.0668839,.050126
1,.0896134,.0802917,.0659551,.0457284
1,.0960735,.1463612,.036908,.0703249
1,.093738,.0784203,.0667573,.049861
1,.0940727,.0782093,.066903,.0501987
1,.0887533,.0807242,.0658119,.0448711
1,.0942552,.0781299,.0669489,.0503825
1,.0927922,.078797,.0665793,.048911
1,.0905346,.0798395,.0661229,.0466484
1,.0415371,.123732,.0848182,.0306135
1,.0936521,.0783941,.0667993,.0497755
1,.0866502,.081823,.0655176,.042784
1,.0942552,.0781298,.066949,.0503825
1,.0942524,.0781311,.0669482,.0503797
1,.0583293,.1076344,.0683561,.0234994
1,.0870725,.0815977,.0655702,.043202
1,.094255,.0781299,.0669489,.0503823
1,.0127703,.1294918,.1178639,.0442537
1,.0942513,.0781321,.0669474,.0503785
1,.0832382,.0837291,.0652142,.0394315
1,.0917188,.0792749,.0663604,.0478341
1,.0504487,.1106076,.0752612,.0208329
1,.0942335,.0781393,.0669434,.0503606
1,.0501376,.1109719,.0755018,.0209944
1,.0942591,.0780778,.0669994,.0503872
1,.0753426,.0887178,.0653832,.0319397
1,.1679112,.1905347,.0483183,.1369899
1,.1129667,.1457847,.0160888,.0814805
1,.0942552,.0781298,.0669489,.0503825
1,.0922194,.0790441,.0664659,.0483362
1,.0942543,.0781303,.0669487,.0503816
1,.0523737,.1295761,.075727,.0380151
1,.091822,.0933184,.0531192,.0488415
1,.0942226,.078144,.0669407,.0503497
1,.0405932,.1258599,.0864975,.0326482
1,.0933488,.0785289,.0667263,.0494706
1,.0845927,.0829542,.0653084,.0407567
1,.0942526,.078133,.0669463,.0503798
1,.0485608,.1128842,.0767914,.0219854
1,.093686,.0783791,.0668075,.0498096
1,.106889,.1091222,.0354233,.065695
1,.0578329,.1071025,.0689929,.0227753
1,.090259,.0799735,.0660712,.046373
1,.0411726,.1245071,.0854296,.0313467
1,.0942552,.0781298,.0669489,.0503825
1,.094253,.0781308,.0669484,.0503803
1,.0942548,.07813,.0669488,.0503821
1,.085527,.0824337,.0653936,.0416752
1,.0930765,.0810999,.0642749,.0491984
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781298,.066949,.0503825
1,.0941397,.0781822,.0669177,.0502662
1,.0671237,.1258925,.0588476,.0413291
1,.0729675,.0936821,.0631914,.030472
1,.0942657,.0781343,.0669427,.0503929
1,.0942552,.0781298,.066949,.0503825
1,.0736361,.0899022,.0655873,.0303992
1,.0594678,.1013311,.0697977,.020518
1,.0927114,.0788165,.0665777,.0488301
1,.0748983,.1567871,.0726743,.0668035
1,.0942552,.0781298,.0669489,.0503825
1,.0602594,.1006076,.0694348,.0208315
1,.0910707,.0795815,.0662274,.0471849
1,.0942552,.0781298,.066949,.0503825
1,.0942552,.0781299,.0669489,.0503825
1,.0498453,.1113179,.0757319,.0211562
1,.0792465,.0861506,.0651433,.0355841
1,.0534988,.1007068,.1625418,.0723134
1,.0944973,.0783296,.0667112,.0506217
1,.0645501,.0968781,.0677453,.0231833
1,.0936516,.0783948,.0667987,.049775
1,.0940548,.0782171,.0668985,.0501808
1,.0500699,.111166,.0755354,.0211309
1,.0942552,.0781298,.066949,.0503825
1,.0930808,.0786567,.0666556,.049201
1,.0921577,.0792452,.0662843,.0482731
1,.0942552,.0781299,.0669489,.0503825
1,.0679135,.0941593,.0667302,.0255986
1,.0442726,.118848,.0810718,.0262647
1,.094253,.0781308,.0669484,.0503803
1,.0940983,.0781984,.0669092,.0502245
1,.0942545,.0781297,.0669492,.0503818
1,.094255,.0781534,.0669258,.0503819
1,.0941757,.07819,.0669037,.050302
1,.0942548,.07813,.0669488,.0503821
1,.0936953,.0783753,.0668096,.0498189
1,.0942552,.0781298,.066949,.0503825
1,.0904372,.0893598,.057174,.0470232
1,.0924598,.0807239,.0647773,.0485778
1,.0942552,.0781298,.0669489,.0503825
1,.0726797,.0905841,.0657277,.0295538
1,.0637152,.0975798,.0680385,.0226514
1,.0942552,.0781298,.066949,.0503825
1,.0942138,.0781479,.0669384,.0503408
1,.0940975,.0782085,.0668993,.0502236
1,.0942552,.0781298,.066949,.0503825
1,.0942307,.0781508,.0669326,.0503577
1,.0883518,.0811381,.0655508,.0444743
1,.0942516,.0781314,.066948,.0503789
1,.0793173,.0861061,.0651416,.0356515
1,.0660822,.0956186,.0672503,.0242342
1,.08588,.0831648,.064568,.0420532
1,.0942538,.0781305,.0669486,.0503811
1,.0382525,.1393319,.0978034,.0464524
1,.0940536,.07822,.0668959,.0501795
1,.09424,.0781365,.0669451,.0503671
1,.0942552,.0781298,.066949,.0503825
1,.0942551,.0781299,.0669489,.0503824
1,.0873804,.0814349,.0656107,.0435071
1,.0431477,.1207013,.0824706,.0278508
1,.0942552,.0781298,.066949,.0503825
1,.094259,.0781307,.0669474,.0503862
1,.0954475,.0760588,.0688084,.0516263
1,.0896638,.0802667,.0659639,.0457786
1,.0942552,.0781298,.0669489,.0503825
1,.0940866,.0772672,.0678272,.050231
1,.0635621,.1810904,.1324562,.0901895
1,.0823576,.0842709,.0651489,.0385761
1,.0729793,.0903682,.0656823,.029817
1,.0942584,.0781721,.0669068,.0503851
1,.089416,.0815402,.0648205,.0455453
1,.0942552,.0781298,.066949,.0503825
1,.0936102,.0784128,.066789,.0497334
1,.0501011,.1166837,.0750823,.0259859
1,.0942552,.0781299,.0669489,.0503825
1,.0942519,.0781313,.0669481,.0503791
1,.0942552,.0781298,.066949,.0503825
1,.0914141,.0794183,.066297,.0475287
1,.0942552,.0781299,.0669489,.0503825
1,.0936874,.0839816,.0613561,.0498828
1,.0942552,.0781298,.066949,.0503825
1,.0868607,.0818373,.0654238,.042995
1,.0910908,.0795719,.0662315,.047205
1,.0929767,.078696,.0666388,.0490965
1,.0785307,.0866067,.065164,.0349056
1,.0933566,.078534,.0667197,.0494783
1,.0888165,.080692,.0658219,.0449341
1,.0941362,.0782212,.06688,.050262
1,.0903845,.0799123,.0660946,.0464984
1,.0895391,.0803337,.0659373,.0456542
1,.0941997,.0782334,.0668569,.0503254
1,.0942598,.0781339,.0669441,.0503871
1,.0926038,.0788654,.0665535,.048722
1,.0669369,.0949607,.0669784,.0248665
1,.0936686,.0783868,.0668033,.0497922
1,.0964909,.0981859,.047339,.0540533
1,.0741798,.0895207,.0655157,.0308858
1,.094255,.0781294,.0669494,.0503823
1,.0942447,.0781355,.0669453,.0503719
1,.0881671,.0810245,.0657218,.0442881
1,.0942552,.0781298,.066949,.0503825
1,.0942432,.0781351,.0669459,.0503704
1,.0941964,.0781765,.0669133,.050323
1,.0942552,.0781298,.066949,.0503825
1,.0928524,.0787546,.0666078,.0489716
1,.0942552,.0781298,.0669489,.0503825
1,.0918805,.0798049,.065806,.0479944
1,.0450947,.1175892,.0801389,.0252442
1,.0942357,.0781384,.0669439,.0503629
1,.0930262,.0786802,.066644,.0491462
1,.0942552,.0781298,.066949,.0503825
1,.0942322,.0781398,.0669431,.0503594
1,.0942553,.0781299,.0669489,.0503826
1,.0942538,.0781305,.0669485,.0503811
1,.093516,.0784552,.0667656,.0496386
1,.0942547,.0781301,.0669488,.050382
1,.1335839,.1806268,.0419308,.1098791
1,.0940826,.0782194,.0668913,.0502085
1,.0919114,.0791849,.0664013,.0480272
1,.0791132,.0866571,.0647809,.0354947
1,.0614056,.0995805,.0689384,.021359
1,.0942552,.0781298,.066949,.0503825
1,.0942551,.0781299,.0669489,.0503824
1,.0942553,.0781299,.0669489,.0503825
1,.0636158,.0976687,.0680718,.022592
1,.0942291,.0781412,.0669423,.0503562
1,.0942039,.0781545,.0669336,.0503308
1,.0942046,.0781518,.0669362,.0503315
1,.0942552,.0781298,.0669489,.0503825
1,.0607983,.1001217,.0691972,.0210692
1,.0877547,.0840136,.0630509,.0439639
1,.0938359,.0784137,.0667455,.0499591
1,.0937871,.0783347,.0668321,.0499114
1,.0942552,.0781298,.066949,.0503825
1,.0942179,.0781461,.0669395,.0503449
1,.0942536,.0781307,.0669484,.0503809
1,.0924684,.0797055,.0657648,.0485823
1,.075248,.0887825,.0653929,.0318534
1,.0432931,.1245456,.0832696,.0315818
1,.0942599,.0781263,.0669516,.0503872
1,.097113,.0827418,.0620086,.0532599
1,.0771707,.0874911,.065232,.0336282
1,.0942724,.0781488,.0669273,.0503994
1,.0942552,.0781299,.0669489,.0503825
1,.0386606,.1346718,.0934185,.0415375
1,.0936577,.0784592,.0667344,.0497803
1,.094189,.07817,.066921,.0503157
1,.0941663,.0781687,.0669263,.050293
1,.0915791,.0793405,.0663311,.0476941
1,.135619,.0826284,.0782871,.0918873
